@relation Tweets

@attribute Class {negative,positive}
@attribute Text STRING

@data
negative,'when_WRB trayvon_NN touched_VBD my_PRP$ shoulder_NN in_IN 7th_NNP period_NN and_CC tried_VBD to_TO hide_VB like_IN it_PRP was_VBD n\'t_RB him_PRP lmfao_VB you_PRP can_MD see_VB his_PRP$ tall_JJ ass_NN anywhere_RB'
negative,'if_IN got_VBD a_DT pimple_NN the_DT size_NN of_IN jupiter_NN \'s_POS 12th_JJ moon_NN on_IN my_PRP$ forehead_NN fml_.'
positive,'USER_NNP come_VBP on_IN romney_NN i_NN may_MD not_RB be_VB able_JJ to_TO vote_VB from_IN britain_NN but_CC i_NN completley_NN support_NN you_PRP good_JJ luck_NN'
negative,'yall_NN niggas_NN must_MD have_VB a_DT different_JJ version_NN of_IN taylor_NN allderdice_IN i_PRP \'m_VBP on_IN the_DT 3rd_JJ track_NN and_CC already_RB wanna_VB turn_NN this_DT shit_NN off_RB again_RB'
positive,'URL_NNP google_JJ nexus_JJ prime_JJ lt_NN 3_CD android_CC'
negative,'USER_NNP ios5_IN nonstop_NN dropped_VBD calls_NNS mute_JJ button_NN randomly_RB activating_VBG person_NN cant_MD hear_VB me_PRP pull_VB phone_NN from_IN ear_NN to_TO be_VB on_IN a_DT mobile_JJ me_PRP screen_NN'
negative,'big_JJ time_NN rush_NN may_MD be_VB considered_VBN to_TO be_VB just_RB a_DT show_NN or_CC a_DT kiddie_NN band_NN but_CC no_DT one_NN can_MD say_VB that_IN they_PRP do_VBP n\'t_RB have_VB talent_NN or_CC care_VB about_IN their_PRP$ fans_NNS'
positive,'what_WP google_NN chrome_NN syncs_NNS with_IN your_PRP$ android_JJ device_NN \'s_POS bookmarks_NNS nice_JJ'
positive,'USER_NNP all_DT aboard_IN 1st_JJ flight_NN to_TO hong_VB kong_RP then_RB off_RB to_TO the_DT uk_NN from_IN there_RB tweet_JJ yah_NN later_RB enjoy_VB'
negative,'honesty_NN is_VBZ often_RB best_JJS policy_NN fabio_NN capello_IN russia_NNP coach_NN i_NN was_VBD hoping_VBG ronaldo_NNP \'s_POS injury_NN was_VBD more_RBR serious_JJ so_IN he_PRP could_MD n\'t_RB play_VB tomorrow_NN'
positive,'got_VBD a_DT jennifer_NN hudson_NN inspired_VBN makeup_NN look_NN coming_VBG on_IN monday_NN excited_VBN for_IN the_DT turn_NN out_IN'
positive,'real_JJ test_NN for_IN bayern_NN this_DT weekend_NN against_IN the_DT in_IN form_NN bayer_NN leverkusen_NN a_DT win_VBP at_IN home_NN on_IN sunday_NN will_MD go_VB a_DT long_JJ way_NN towards_IN a_DT 15_CD win_NN streak_NN'
negative,'axl_NN rose_NN is_VBZ trending_VBG worldwide_RB just_RB because_IN he_PRP sat_VBD his_PRP$ butt_NN on_IN a_DT chair_NN to_TO talk_VB on_IN live_JJ tv_NN and_CC drink_NN water_NN out_IN of_IN a_DT mug_NN bow_NN down_RB peasants_NNS'
negative,'harry_NN redknapp_NN tells_VBZ espn_VBN that_IN rumours_NNS he_PRP has_VBZ an_DT interview_NN with_IN blackburn_NN on_IN tuesday_PRP are_VBP wide_JJ of_IN the_DT mark_NN no_DT chance_NN i_IN am_VBP playing_VBG golf_NN'
positive,'just_RB landed_VBD in_IN las_NNS vegas_NNS so_RB excited_VBN to_TO start_VB canvassing_VBG for_IN obama_NNP tomorrow_NN with_IN USER_NNP g_NN and_CC USER_NNP getoutthevote_VBP'
positive,'USER_NNP i_VBZ preordered_VBN it_PRP on_IN thursday_DT friday_NN at_IN midnight_NN the_DT night_NN it_PRP came_VBD able_JJ to_TO pre_VB order_NN love_NN you_PRP and_CC frankie_NN x_NN pic_NN twitter_NN com_NN pp1ozzaa_.'
negative,'justin_RB is_VBZ nominated_VBN for_IN 5_CD grammy_NN awards_NNS thats_IN weird_JJ considering_VBG that_IN the_DT nominations_NNS dont_VBP get_VB announced_VBN til_IN december_NN'
negative,'man_NN did_VBD i_RB spank_VB the_DT monkey_NN to_TO this_DT gal_NN back_RB in_IN my_PRP$ formative_JJ years_NNS URL_.'
negative,'as_IN some_DT of_IN you_PRP may_MD know_VB we_PRP have_VBP a_DT fish_NN tank_NN this_DT little_JJ guy_NN is_VBZ named_VBN jeff_NN carter_NN sadly_RB i_IN think_VB he_PRP \'s_VBZ dying_VBG URL_.'
positive,'good_JJ morning_NN all_PDT it_PRP looks_VBZ like_IN being_VBG a_DT cold_JJ one_CD today_NN dry_JJ though_IN ?_VBN ?_NNS'
positive,'rt_NN USER_NNP USER_NNP one_CD really_RB good_JJ thing_NN with_IN twitter_NN is_VBZ that_IN most_JJS people_NNS appear_VBP to_TO be_VB on_IN the_DT progressive_JJ left_NN socia_NN'
negative,'USER_NNP i_NN really_RB would_MD enjoy_VB a_DT visit_NN tomorrow_NN'
negative,'if_IN one_CD more_JJR commentator_NN references_NNS how_WRB smart_JJ the_DT dook_NN players_NNS are_VBP i_VBN may_MD just_RB turn_VB this_DT mess_NN off_RP overratededucation_RB dook_VB'
positive,'gonna_VBN meet_VBP the_DT cast_NN of_IN spartacus_NN on_IN the_DT 7th_NNP i_NN am_VBP too_RB excited_VBN'
positive,'eskimos_NNS signed_VBD swayze_VBG waters_NNS on_IN jun_NN 24_CD released_VBN him_PRP on_IN july_RB 10_CD cfl_NN'
negative,'abs_NNS late_RB last_JJ night_NN 11pm_IN pic_NN twitter_NN com_NN hwfctlde_NN'
negative,'is_VBZ it_PRP too_RB much_RB to_TO ask_VB which_WDT app_NN is_VBZ incompatible_JJ USER_NNP URL_.'
negative,'USER_NNP apple_NN one_CD thing_NN i_IN hater_NN about_IN this_DT mouse_NN the_DT buttery_NN finish_NN so_RB fast_RB am_VBP not_RB happy_JJ now_RB macworld_MD USER_NNP URL_.'
negative,'USER_NNP please_VBP fix_VB siri_NN she_PRP ca_MD n\'t_RB connect_VB to_TO your_PRP$ network_NN'
negative,'there_EX are_VBP too_RB many_JJ google_JJ services_NNS that_WDT do_VBP not_RB work_VB when_WRB you_PRP are_VBP a_DT googleapps_NN user_NN googleplus_NN above_IN all_DT profiles_NNS plusone_NN'
negative,'rt_NN USER_NNP i_VBZ better_RBR be_VB able_JJ to_TO see_VB my_PRP$ rt_NN \'s_POS tomorrow_NN twitter_NN and_CC tell_VB that_DT lil_JJ blue_JJ ass_NN bird_NN cont_NN URL_.'
positive,'sweet_JJ apple_NN replaced_VBD my_PRP$ glass_NN probono_NN thank_VB you_PRP USER_.'
positive,'rt_NN USER_NNP yahoo_NN up_IN 4_CD sale_NN again_RB yrs_IN back_RB microsoft_JJ almost_RB bought_VBD it_PRP now_RB glad_JJ it_PRP did_VBD n\'t_RB this_DT could_MD b_SYM deal_NN of_IN the_DT year_NN that_IN do_VBP'
negative,'congratulations_NNS to_TO braves_NNS jason_IN heyward_NN for_IN gold_NN glove_NN honor_NN first_RB of_IN many_JJ for_IN the_DT j_NN hey_PRP kid_NN'
positive,'this_DT may_MD be_VB a_DT little_JJ forward_JJ secret_NN country_NN but_CC can_MD you_PRP imagine_VB the_DT sex_NN miranda_NN lambert_NN blake_NN URL_.'
negative,'i_FW sure_JJ as_IN hell_NN better_RB be_VB able_JJ to_TO restore_VB my_PRP$ calendar_NN events_NNS terrible_JJ bug_NN apple_NN USER_NNP icloud_NN anothericloudfail_CC'
negative,'just_RB found_VBD a_DT piece_NN of_IN candy_NN that_WDT may_MD have_VB been_VBN injected_VBN with_IN something_NN why_WRB'
negative,'the_DT fact_NN that_IN i_PRP have_VBP no_DT plans_NNS tomorrow_NN night_NN it_PRP \'s_VBZ my_PRP$ last_JJ night_NN in_IN fl_NN for_IN a_DT min_NN'
negative,'can_MD we_PRP just_RB haw_FW class_NN cancelled_VBD tomorrow_NN cause_NN i_VBP really_RB do_VBP n\'t_RB want_VB to_TO go_VB to_TO bca_NN 101_CD i_IN \'d_NNP rather_RB eat_VBP worms_NNS'
negative,'USER_NNP they_PRP canceled_VBD the_DT frankie_NN date_NN that_WDT was_VBD supposed_VBN to_TO be_VB tomorrow_NN so_RB now_RB everyone_NN is_VBZ going_VBG to_TO the_DT rescheduled_VBN show_NN in_IN south_JJ bend_NN'
positive,'i_PRP wanna_VB go_VB to_TO wah_VB gwaan_NNP wednesday_POS \'s_POS tonite_NN'
positive,'no_DT matter_NN what_WP anyone_NN says_VBZ ray_NN lewis_NN may_MD be_VB the_DT best_JJS defensive_JJ player_NN to_TO ever_RB play_VB the_DT game_NN hes_VBZ got_VBN heart_NN and_CC hes_NNS got_VBD anger_NN'
negative,'anyone_NN else_RB stuck_VBD in_IN duped_IN calendar_NN mail_NN battery_NN sucking_VBG USER_NNP hell_NN icloud_JJ and_CC osx_JJ lion_NN are_VBP a_DT disappointment_NN'
negative,'dimitrov_VBG querrey_NN tsonga_NN and_CC harrison_NN also_RB split_VBD with_IN coaches_NNS this_DT year_NN they_PRP \'re_VBP getting_VBG like_IN football_NN clubs_NNS'
positive,'scott_NN evelyn_NN swanson_NN both_DT work_NN for_IN fema_NN happy_JJ to_TO host_VB trick_NN treaters_NNS tonight_RB evelyn_RB heads_VBZ out_RP tomorrow_NN URL_.'
positive,'awesome_JJ USER_NNP is_VBZ moving_VBG to_TO vancouver_VB as_IN dev_NN evangelist_NN for_IN microsoft_JJ we_PRP finally_RB get_VB a_DT local_JJ'
positive,'USER_NNP USER_NNP i_VBZ like_IN what_WP you_PRP did_VBD there_RB'
positive,'james_NNS harden_NN was_VBD nasty_JJ tonight_NN did_VBD n\'t_RB think_VB he_PRP should_MD leave_VB a_DT title_NN caliber_NN team_NN but_CC he_PRP \'s_VBZ about_IN to_TO become_VB elite_JJ fearthebeard_NN'
negative,'USER_NNP took_VBD my_PRP$ siri_NN and_CC made_VBD it_PRP exclusive_JJ to_TO iphone_VB 4s_JJ sorude_NN'
positive,'tomorrow_NN i_NN \'m_VBP on_IN the_DT air_NN live_VBP at_IN 9_CD 05_CD on_IN wjct_NN radio_NN then_RB on_IN tv_NN taping_VBG for_IN good_JJ morning_NN jacksonville_NN at_IN 10_CD 30_CD excitingtimes_NNS'
positive,'rt_NN USER_NNP android_CC 4_CD 0_CD ice_NN cream_NN sandwich_NN will_MD now_RB make_VB all_DT other_JJ smartphone_JJ operating_NN systems_NNS look_VBP outdated_JJ androidbeam_NN wo_MD'
negative,'updating_VBG to_TO ios5_VB with_IN my_PRP$ regular_JJ iphone4_NN just_RB made_VBD it_PRP slower_RBR and_CC messed_VBD up_RP USER_NNP give_VB me_PRP a_DT free_JJ 4s_JJ and_CC we_PRP can_MD call_VB it_PRP even_RB thanks_NNS'
negative,'ignored_VBN again_RB man_NN c_NN v_NN ajax_NN itv_IN tues_NNS celtic_JJ v_NN barca_NN skys2_NN wed_VBN USER_NNP sort_NN it_PRP out_RP ya_PRP fuds_NNS'
negative,'alright_NN guys_NNS mtl_, is_VBZ asking_VBG about_IN havlat_NN dont_NN be_VB too_RB suprised_VBN if_IN a_DT trade_NN with_IN the_DT sharks_NNS for_IN havlat_NN goes_VBZ through_IN as_IN mtl_NN'
positive,'enjoy_VB microsoft_JJ search_NN idea_NN could_MD let_VB you_PRP search_VB like_IN miley_JJ URL_NNP great_JJ'
negative,'god_NN he_PRP \'s_VBZ a_DT daft_JJ thing_NN he_PRP merlin_RB is_VBZ not_RB very_RB bright_JJ sometimes_RB she_PRP circe_VBP apparently_RB sat_VBD there_RB washing_VBG her_PRP paws_NNS ignoring_VBG him_PRP girls_NNS'
positive,'adele_NN has_VBZ won_VBN 8_CD grammys_NNS do_VBP n\'t_RB get_VB me_PRP wrong_JJ i_NN like_IN some_DT of_IN her_PRP$ songs_NNS but_CC adam_NN \'s_POS voice_NN is_VBZ better_JJR to_TO me_PRP he_PRP has_VBZ n\'t_RB won_VBN any_DT dgit_NN'
negative,'USER_NNP is_VBZ debunking_JJ reports_NNS that_IN he_PRP consumed_VBD 14_CD hot_JJ dogs_NNS in_IN one_CD sitting_VBG in_IN martinsville_NN speedway_NN press_NN box_NN says_VBZ it_PRP was_VBD closer_RBR to_TO 6_CD 8_CD'
negative,'iranian_JJ general_NN says_VBZ israel_NN \'s_POS iron_NN dome_NN ca_MD n\'t_RB deal_VB with_IN their_PRP$ missiles_NNS keep_VBP talking_VBG like_IN that_DT and_CC we_PRP may_MD end_VB up_RP finding_VBG out_IN'
positive,'the_DT nice_JJ guy_NN at_IN the_DT USER_NNP store_NN replaced_VBD my_PRP$ phone_NN gratis_NN when_WRB i_FW showed_VBD him_PRP the_DT hairline_NN crack_NN on_IN the_DT screen_NN thanks_NNS USER_.'
positive,'awesome_JJ response_NN guys_NNS the_DT correct_JJ answer_NN is_VBZ sam_JJ gagner_NN and_CC brendan_NN smith_IN all_DT of_IN you_PRP will_MD be_VB put_VBN into_IN the_DT draw_NN this_DT coming_VBG thursday_RB jt_RB'
negative,'google_NN introduce_VBP new_JJ android_NN tablet_NN called_VBN \'ice_JJ cream_NN sandwich_NN \'_POS i_NN \'m_VBP a_DT singaporean_JJ and_CC i_PRP \'m_VBP very_RB confused_VBN'
negative,'USER_NNP no_DT but_CC i_PRP have_VBP the_DT option_NN of_IN a_DT replacement_NN iphone_NN 4s_VBZ not_RB sure_JJ if_IN i_PRP want_VBP one_CD after_IN having_VBG 2_CD duff_NN iphones_NNS USER_NNP USER_NNP USER_NNP'
negative,'USER_NNP unhappy_JJ again_RB with_IN service_NN product_NN quality_NN wo_MD n\'t_RB buy_VB USER_NNP again_RB'
negative,'the_DT xfactor_NN is_VBZ back_RB'
negative,'ok_NN hindi_JJ keyboard_NN in_IN ios5_DT is_VBZ something_NN to_TO cheer_VB about_RB but_CC USER_NNP what_WP about_IN support_NN for_IN 20_CD missing_VBG indian_NN languages_NNS fail_VBP'
negative,'looks_VBZ like_IN USER_NNP did_VBD not_RB appropriately_RB project_VB the_DT resources_NNS needed_VBN for_IN siri_NN not_RB very_RB reliable_JJ'
positive,'jerzy_JJ boy_NN janowicz_NN over_IN murray_NN what_WP is_VBZ going_VBG on_RP in_IN paris_NN we_PRP \'ll_MD have_VB a_DT new_JJ master_NN \'s_POS 1000_CD winner_NN no_DT big_JJ 4_CD past_IN the_DT 3rd_JJ round_NN'
positive,'new_JJ galaxy_NN nexus_JJ os_NNS improvements_NNS stacks_NNS scrolling_VBG introduced_VBN for_IN widgets_NNS for_IN richer_JJR content_JJ samsung_NN google_NN android_CC bit_NN ly_RB nejbye_NN'
positive,'USER_NNP i_NN smell_VBP a_DT 2nd_JJ pro_JJ bowl_NN for_IN my_PRP$ boy_NN best_RB safety_NN in_IN the_DT league_NN shout_NN out_IN for_IN that_DT solid_JJ legal_JJ hit_NN thehawk4probowl_NN'
positive,'•take_NN off_RB make_VB up_RP •_NNS say_VBP a_DT little_RB more_RBR on_IN twitter_NN •_NNS go_VBP to_TO sleep_VB lt_NN 3_CD like_IN my_PRP$ plan_NN'
negative,'austin_NN rivers_NNS needs_VBZ to_TO get_VB stronger_JJR spurs_NNS guards_NNS muscling_VBG him_PRP tonight_RB he_PRP started_VBD and_CC just_RB now_RB scored_VBN in_IN 4th_JJ hornets_NNS'
negative,'lmfao_FW she_PRP gone_VBN die_VB all_PDT the_DT niggas_NN gone_VBN be_VB at_IN nca_DT tomorrow_NN'
positive,'it_PRP \'s_VBZ now_RB or_CC never_RB ita_VBD now_RB or_CC never_RB that_DT is_VBZ why_WRB he_PRP is_VBZ the_DT best_JJS of_IN his_PRP$ kind_NN may_MD not_RB play_VB for_IN us_PRP but_CC hats_NNS off_RB to_TO ray_VB lewis_NN 52_CD thegreatest_.'
negative,'microsoft_JJ adobe_NN lose_VBP 13_CD 5bn_CD to_TO piracy_NN report_NN URL_.'
negative,'it_PRP \'s_VBZ a_DT rumor_NN goin_NN around_IN about_IN how_WRB to_TO vote_VB ima_NNS look_VB into_IN it_PRP and_CC get_VB back_RB to_TO y_NN \'all_.'
negative,'o_IN johnson_NN commits_VBZ his_PRP$ 3rd_JJ foul_NN he_PRP \'s_VBZ cold_JJ off_IN the_DT bench_NN with_IN 3_CD fouls_NNS and_CC a_DT turnover_NN in_IN q4_CD pacers_NNS losing_VBG 98_CD 87_CD 4_CD 52_CD left_VBN'
negative,'it_PRP took_VBD USER_NNP about_IN 7_CD years_NNS just_RB to_TO figure_VB out_RP how_WRB to_TO properly_RB syncronize_VB an_DT iphone_NN wow_NN ios5_.'
negative,'why_WRB has_VBZ no_DT one_NN put_VBD a_DT youtube_NN video_NN of_IN todd_NN bertuzzi_NN assaulting_VBG steve_JJ moore_NN on_IN an_DT ipad_NN while_IN he_PRP \'s_VBZ in_IN the_DT penalty_NN box_NN'
positive,'USER_NNP if_IN you_PRP happen_VBP to_TO come_VB online_RB know_VB that_IN your_PRP$ mccurdians_NNS trended_VBD jennette_NN on_IN ellen_JJ for_IN mccurdian_NN monday_NN'
positive,'USER_NNP justin_NNP is_VBZ going_VBG tea_NN time_NN with_IN sophia_NN grace_NN and_CC rose_VBD tomorrow_NN on_IN the_DT ellen_JJ show_NN at_IN 4_CD on_IN really_RB'
negative,'good_JJ job_NN google_NN did_VBD anyone_NN get_VB when_WRB any_DT of_IN this_DT shit_NN is_VBZ actually_RB shipping_VBG infofail_NN'
negative,'caltrain_NN just_RB ca_MD n\'t_RB catch_VB a_DT break_NN mt_JJ USER_NNP news_NN about_IN 10_CD 30_CD a_DT m_NN train_NN 425_CD struck_VBD a_DT female_NN on_IN the_DT train_NN tracks_NNS south_RB of_IN 16th_JJ street_NN'
negative,'rt_NN USER_NNP maine_NN rt_NN USER_NNP i_VBZ better_RBR be_VB able_JJ to_TO see_VB my_PRP$ rt_NN \'s_POS tomorrow_NN twitter_NN and_CC tell_VB that_DT lil_JJ blue_JJ ass_NN bird_NN cont_NN URL_.'
negative,'USER_NNP ios5_IN geolocation_NN suburbs_NNS with_IN 2_CD words_NNS drops_VBZ map_NN pins_NNS in_IN other_JJ states_NNS please_VBP fix_VB'
positive,'have_VBP you_PRP picked_VBN up_RP your_PRP$ december_NN issue_NN of_IN wdc_JJ yet_CC it_PRP includes_VBZ a_DT full_JJ in_IN depth_NN review_NN of_IN nikon_NN \'s_POS d600_NN URL_.'
positive,'v_NN impressed_VBD w_JJ image_NN composite_JJ editor_NN from_IN USER_NNP for_IN creating_VBG panoramas_NNS from_IN individual_JJ images_NNS URL_IN tx_JJ microsoft_JJ'
negative,'hey_UH USER_NNP do_VBP you_PRP wanna_VB fix_VB my_PRP$ fucking_JJ playlist_NN order_NN you_PRP piece_NN of_IN shit_NN'
positive,'facebook_NN power_NN users_NNS \'have_VBP gone_VBN to_TO google_VB and_CC twitter_VBG \'_\'\' telegraph_NN URL_NN who_WP are_VBP they_PRP socialmedia_NNS'
negative,'good_JJ article_NN about_IN why_WRB USER_NNP fucked_VBD it_PRP all_DT up_RP with_IN lion_NN and_CC their_PRP$ future_JJ URL_NN fb_NN'
positive,'4th_JJ album_NN out_IN red_JJ 20millionswifties_NNS 6_CD grammy_NN awards_NNS 10_CD amas_NNS 13_CD bmi_NNS awards_RB reigning_VBG entertainer_NN of_IN the_DT year_NN acm_NN 6yearstaylorswift_.'
positive,'on_IN the_DT bright_JJ side_NN tomorrow_NN \'s_POS chocolate_NN day_NN getexcited_.'
negative,'just_RB watched_VBD the_DT galaxynexus_NN announcement_NN by_IN google_NN and_CC samsung_VBG the_DT only_JJ thing_NN keeping_VBG me_PRP from_IN buying_VBG it_PRP \'s_VBZ only_RB on_IN verizon_NN fail_VBP'
negative,'URL_NNP with_IN friends_NNS like_IN billgates_NNS and_CC steveballmet_VBD at_IN microsoft_JJ who_WP needs_VBZ enemies_NNS'
negative,'my_PRP$ godsister_NN better_RB take_VB her_PRP$ ass_NN straight_JJ home_NN after_IN school_NN tomorrow_NN nca_NN wo_MD n\'t_RB be_VB the_DT place_NN for_IN her_PRP to_TO be_VB after_IN school_NN'
negative,'watching_VBG good_JJ deeds_NNS for_IN the_DT 1st_JJ time_NN i_PRP \'m_VBP here_RB all_DT emotional_JJ crap_NN smh_NN'
negative,'the_DT lorax_NN is_VBZ one_CD of_IN the_DT stupidest_JJS animated_JJ movies_NNS i_IN \'ve_VBP ever_RB sat_VBN through_IN i_PRP wasted_VBD a_DT nap_NN for_IN this_DT'
positive,'like_IN larry_JJ bird_NN in_IN the_DT ole_NN \'_POS 3pt_NN contest_NN tonight_RB at_IN the_DT alfred_JJ e_NN smith_IN dinner_NN romney_NN went_VBD 1st_JJ and_CC absolutely_RB crushed_VBN it_PRP obamafailed_.'
negative,'sundays_NNS in_IN the_DT sag_NN is_VBZ like_IN a_DT friday_NN in_IN idaho_RB boring_VBG as_IN fuck_NN'
negative,'still_RB not_RB quite_RB sure_JJ how_WRB to_TO use_VB this_DT what_WP the_DT point_NN of_IN it_PRP is_VBZ twitter_JJ idontunderstand_NN'
positive,'i_PRP must_MD find_VB some_DT sleep_NN long_JJ day_NN and_CC weekend_NN ahead_RB of_IN me_PRP'
positive,'7thingsaboutmybestfriend_CC she_PRP is_VBZ treating_VBG me_PRP to_TO cookout_RP tomorrow_NN first_JJ thing_NN when_WRB i_PRP get_VBP to_TO jacksonville_NNP USER_NNP lovinn_NN'
negative,'itunes_NNS is_VBZ USER_NNP worst_JJS product_NN worse_JJR than_IN the_DT newton_NN or_CC the_DT hockey_NN puck_NN mouse_NN it_PRP \'s_VBZ utterly_RB painful_JJ to_TO use_VB'
positive,'google_NN \'s_POS icecreamsandwich_NN was_VBD revealed_VBN i_PRP \'m_VBP getting_VBG an_DT android_NN whenever_WRB i_PRP get_VBP a_DT new_JJ phone_NN but_CC i_PRP \'m_VBP keeping_VBG my_PRP$ iphone_NN for_IN now_RB'
positive,'USER_NNP congratulations_NNS on_IN you_PRP celebrating_VBG british_JJ kid_NN singers_NNS sophia_NN grace_NN \'s_POS and_CC rosie_NNP \'s_POS 1st_JJ anniversary_NN of_IN a_DT visit_NN of_IN your_PRP$ show_NN how_WRB'
negative,'kendrick_NN perkins_NNS may_MD have_VB the_DT worst_JJS goatee_NN in_IN all_DT of_IN sports_NNS'
negative,'i_PRP am_VBP so_RB done_VBN with_IN USER_NNP and_CC USER_NNP \'s_POS profitering_NN and_CC lack_NN of_IN customer_NN service_NN so_IN fucking_VBG down_RP with_IN both_DT'
negative,'USER_NNP owen1_JJ bulls_NNS season_NN tips_NNS off_IN wednesday_DT night_NN vs_IN sacramento_VBG kings_NNS excited_VBN is_VBZ not_RB the_DT word_NN frustrated_VBN is_VBZ the_DT right_NN one_CD'
negative,'if_IN barack_NN obama_NNP cared_VBD 4_CD the_DT people_NNS of_IN nj_NN he_PRP would_MD lift_VB union_NN ban_NN like_IN george_NN bush_NN did_VBD 3days_NNS after_IN katrina_NN sandy_JJ october_NN failed_VBD leadership_NN'
negative,'watching_VBG ghost_NN rider_NN spirit_NN of_IN vengeance_NN it_PRP \'s_VBZ much_RB worse_JJR when_WRB you_PRP may_MD have_VB thought_VBN fb_NNS'
negative,'USER_NNP love_NN of_IN my_PRP$ life_NN has_VBZ returned_VBN \'_\'\' unfortunately_RB heath_IN slater_NN had_VBD a_DT rough_JJ day_NN at_IN the_DT tanning_NN place_NN URL_.'
positive,'google_JJ lovin_JJ it_PRP'
negative,'turkey_NN \'s_POS gul_NN and_CC erdogan_NN bicker_NN over_IN double_JJ headed_VBN government_NN URL_IN via_IN USER_NNP what_WP do_VBP you_PRP think_VB USER_NNP'
positive,'dishonoured_VBN is_VBZ awesome_JJ not_RB quite_RB sure_JJ where_WRB to_TO rank_VB it_PRP journey_NN and_CC walking_VBG dead_JJ are_VBP one_CD and_CC two_CD i_NNS think_VBP it_PRP \'s_VBZ 4th_JJ behind_IN mass_NN effect_NN 3_CD'
negative,'man_NN i_FW \'m_VBP sorry_JJ for_IN the_DT death_NN of_IN mr_NN mitch_NN lucker_NN may_MD he_PRP rest_VB in_IN peace_NN'
negative,'USER_NNP why_WRB does_VBZ iphone4_VB plus_CC ios5_VB equal_JJ half_NN the_DT battery_NN life_NN'
positive,'USER_NNP da_WRB best_JJS yeah_UH hopefully_RB'
negative,'shoutout_NN 4_CD USER_NNP USER_NNP'
positive,'been_VBN off_IN twitter_NN for_IN a_DT few_JJ days_NNS as_IN i_NN smashed_VBD my_PRP$ iphone_NN but_CC USER_NNP were_VBD very_RB nice_JJ and_CC gave_VBD me_PRP a_DT new_JJ one_CD'
positive,'ca_MD n\'t_RB believe_VB the_DT 69_CD 93_CD redsox_NN are_VBP n\'t_RB going_VBG to_TO win_VB any_DT postseason_NN awards_NNS'
negative,'when_WRB microsoft_JJ broke_VBD the_DT law_NN it_PRP played_VBD victim_NN now_RB it_PRP engages_VBZ in_IN racketeering_NN calls_NNS victims_NNS outlaws_NNS respect_VB our_PRP$ ip_NN'
negative,'where_WRB the_DT heck_NN is_VBZ the_DT USER_NNP source_NN code_NN wtf_NN google_NN'
positive,'USER_NNP ca_MD n\'t_RB wait_VB for_IN the_DT new_JJ series_NN starts_VBZ on_IN sunday_NN over_IN here_RB in_IN britain_NN redjohn_NN'
negative,'rudd_JJ rains_NNS on_IN abbott_NN \'s_POS parade_NN kevin_NN rudd_NN may_MD be_VB trying_VBG to_TO spoil_VB julia_NNP gillard_NN \'s_POS party_NN but_CC yesterday_NN he_PRP gate_NN cra_NN URL_.'
positive,'this_DT president_NN talking_VBG about_IN growing_VBG the_DT economy_NN is_VBZ like_IN billy_RB cundiff_JJ explaining_VBG to_TO someone_NN how_WRB to_TO make_VB a_DT field_NN goal_NN in_IN the_DT 4th_JJ quarter_NN'
negative,'i_PRP \'m_VBP not_RB gon_VBG believe_VB that_IN victor_NN cruz_NN is_VBZ the_DT real_JJ deal_NN until_IN he_PRP lines_NNS up_RP outside_IN no_DT slot_NN and_CC does_VBZ n\'t_RB disappear_VB like_IN he_PRP did_VBD sunday_NN'
positive,'fabio_NN capello_NN from_IN what_WP i_PRP \'ve_VBP seen_VBN these_DT days_NNS i_PRP can_MD assure_VB you_PRP russia_NN are_VBP capable_JJ of_IN getting_VBG a_DT good_JJ result_NN vs_IN portugal_NN tomorrow_NN'
negative,'no_DT you_PRP may_MD not_RB kick_VB it_PRP tribe_VB called_VBN quest_NN answering_VBG a_DT text_NN from_IN billy_RB cundiff_JJ'
positive,'scorcher_NN fest_NN returns_NNS to_TO the_DT duke_NN again_RB for_IN a_DT huge_JJ day_NN of_IN live_JJ music_NN this_DT years_NNS record_NN 180_CD acts_NNS sunday_NN 18th_JJ URL_.'
